akty chrztu	akt chrztu	subst:pl:voc:m3
akt kapitulacji	akt kapitulacji	subst:sg:nom:m3
akty kapitulacji	akt kapitulacji	subst:pl:nom:m3
aktu kapitulacji	akt kapitulacji	subst:sg:gen:m3
aktów kapitulacji	akt kapitulacji	subst:pl:gen:m3
aktowi kapitulacji	akt kapitulacji	subst:sg:dat:m3
aktom kapitulacji	akt kapitulacji	subst:pl:dat:m3
akt kapitulacji	akt kapitulacji	subst:sg:acc:m3
akty kapitulacji	akt kapitulacji	subst:pl:acc:m3
aktem kapitulacji	akt kapitulacji	subst:sg:inst:m3
aktami kapitulacji	akt kapitulacji	subst:pl:inst:m3
akcie kapitulacji	akt kapitulacji	subst:sg:loc:m3
aktach kapitulacji	akt kapitulacji	subst:pl:loc:m3
akcie kapitulacji	akt kapitulacji	subst:sg:voc:m3
